case_material,band_material,case_back,bezel_material,brand,gender,movement,watch_style,case_thickness,crystal,hands,dial_markers,case_diameter,water_resistance,price_segment
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Seiko,WOMENS,Automatic,Casual,10.0,Scratch Resistant Mineral,Gold-tone,Index,23.0,30.0,0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Mathey-Tissot,MENS,Quartz,Casual,11.196182331158523,Scratch Resistant Mineral,Silver-tone,Index,42.0,50.0,0
Titanium,Leather,Skeleton Transparent Exhibition See Through,Titanium,Hublot,MENS,Hand Wind,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Index,45.0,30.0,3
Stainless Steel/18k White Gold,Stainless Steel Rolex Oyster,Screw-down,Stainless Steel,Rolex,WOMENS,Automatic,Dress,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Diamond,31.0,100.0,2
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Movado,MENS,Quartz,Sport,11.196182331158523,Scratch Resistant Sapphire,Gunmetal,Index,43.0,30.0,1
Stainless Steel,Leather,Solid,Stainless Steel,Breitling,MENS,Hand Wind,Luxury,11.196182331158523,Scratch Resistant Sapphire,Luminous Silver-tone,Arabic Numeral,41.0,30.0,1
18kt Yellow Gold,18kt Yellow Gold Rolex Oyster,Solid,18kt Yellow Gold,Rolex,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Gold-tone,Roman- Diamond Numeral,31.0,100.0,3
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Seiko,WOMENS,Automatic,Casual,10.0,Scratch Resistant Hardlex,Gold-tone,"Arabic Numeral, Index",25.0,30.0,0
Platinum,Alligator Leather,Skeleton Transparent Exhibition See Through,Platinum,Blancpain,MENS,Automatic,Luxury,13.5,Scratch Resistant Sapphire,Silver-tone Leaf-style shape,Roman Numeral,42.0,30.0,3
18kt Yellow Gold Diamond Encrusted,18kt Yellow Gold Rolex President,Solid,Diamond Set,Rolex,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Yellow Gold-Tone,Roman Numeral,26.0,100.0,3
18kt Rose Gold,(Alligator) Leather,Transparent,18kt Rose Gold,Cartier,MENS,Automatic,Luxury,15.0,Scratch Resistant Sapphire,Blue,Roman Numeral,50.0,30.0,2
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Gevril,MENS,Automatic,Luxury,12.0,Scratch Resistant Sapphire,Silver-tone,Index,40.0,100.0,1
Stainless Steel,Stainless Steel,Screw Down,Stainless Steel,Akribos Xxiv,MENS,Quartz,Dress,12.0,Mineral with Sapphire Coating,Luminous Silver-tone,Index,42.0,30.0,0
18kt White Gold,18kt White Gold Rolex President,Solid,Diamond Set,Rolex,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Diamonds,31.0,100.0,3
Stainless Steel,Leather,Solid,Ceramic,Rado,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Rose Gold-tone,Diamond,37.0,100.0,1
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Tag Heuer,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Luminous Silver-tone,Index,39.0,100.0,1
Stainless Steel,Stainless Steel,Transparent,Ceramic,Gevril,MENS,Automatic,Luxury,12.0,Scratch Resistant Sapphire,Yellow Gold-tone,Arabic Numeral & Index,42.0,50.0,1
Titanium,Leather,Solid,Titanium,Tonino Lamborghini,MENS,Automatic,Casual,11.196182331158523,Scratch Resistant Sapphire,Black,Index,44.0,100.0,0
Stainless Steel,(Calfskin) Leather,Solid,Stainless Steel,Panerai,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Luminous Silver-tone,Index,42.0,30.0,1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Longines,WOMENS,Quartz,Luxury,10.25,Scratch Resistant Sapphire,Silver-tone,Roman Numeral,36.0,30.0,1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Gv2 By Gevril,WOMENS,Quartz,Fashion,9.5,Scratch Resistant Sapphire,Silver-tone,Diamond,27.0,50.0,0
Stainless Steel,Stainless Steel with Ceramic,Transparent,Stainless Steel,Rado,MENS,Automatic,Dress,10.8,Scratch Resistant Sapphire,Rose Gold-tone,Index,38.0,30.0,1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Tudor,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Diamond,26.0,100.0,1
Stainless Steel,Leather,Solid,Stainless Steel,Panerai,MENS,Hand Wind,Luxury,15.6,Scratch Resistant Sapphire,Luminous Black,Arabic Numeral,44.0,100.0,1
Stainless Steel,Leather,Skeleton,Stainless Steel,Tissot,WOMENS,Automatic,Dress,10.69,Scratch Resistant Sapphire,Silver-tone,Diamond-set Index,32.0,50.0,0
18kt Rose Gold,Leather,Skeleton Transparent Exhibition See Through,Diamond Set,Hublot,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Gold-tone,Index,38.0,50.0,2
Titanium,Rubber,Transparent See Through,Titanium,Vacheron Constantin,MENS,Automatic,Casual,11.196182331158523,Scratch Resistant Sapphire,Black,Index,42.0,94.38815128863104,3
Stainless Steel,(Alligator) Leather,Solid,Stainless Steel,Longines,WOMENS,Automatic,Dress,11.196182331158523,Scratch Resistant Sapphire,Blue,Arabic Numeral,35.0,30.0,1
18kt Pink Gold,Alligator,Transparent See Through,Diamond Set,Audemars Piguet,MENS,Hand Wind,Luxury,11.196182331158523,Scratch Resistant Sapphire,Black,Arabic Numeral,45.0,20.0,4
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Citizen,MENS,Quartz,Casual,9.8,Scratch Resistant Mineral,Gold-tone,Index,39.0,50.0,0
Stainless Steel,Stainless Steel with 18kt Everose Gold Jubliee,Solid,18kt Everose Gold set with Diamonds,Rolex,WOMENS,Automatic,Dress,11.196182331158523,Scratch Resistant Sapphire,Everose Gold,Roman Numeral,31.0,100.0,2
Stainless Steel,Leather,Transparent See Through,Diamond Set Stainless Steel,IWC,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Diamond,37.0,50.0,1
Stainless Steel,Stainless Steel,Transparent,Ceramic,Zenith,MENS,Automatic,Luxury,13.6,Scratch Resistant Sapphire,Luminous Silver-tone,Index,41.0,100.0,1
Stainless Steel,Alligator,Solid,Stainless Steel,Panerai,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Gold-tone,Index,40.0,30.0,1
Stainless Steel,Silicone,Solid,Stainless Steel,Invicta,MENS,Quartz,Casual,14.3,Scratch Resistant Mineral,Red,Index-Arabic Numeral,46.0,100.0,0
Stainless Steel,Leather,Solid,Stainless Steel,Orient,MENS,Automatic,Casual,11.8,Scratch Resistant Mineral,Gold-tone,Index,40.0,30.0,0
Stainless Steel,(Alligator) Leather,Solid,Stainless Steel,Cartier,MENS,Automatic,Luxury,13.0,Scratch Resistant Sapphire,Blued-steel Sword-shaped,Roman Numeral,42.0,30.0,1
18kt Rose Gold,Leather,See Through,18kt Rose Gold,Piaget,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Gold-tone,Index,43.0,30.0,3
Stainless Steel,Leather,Solid,Stainless Steel,Mathey-Tissot,MENS,Quartz,Dress,11.0,Scratch Resistant Sapphire,Rose Gold-tone Leaf-style,Index,42.0,50.0,0
18kt White Gold,18kt White Gold Rolex President,Solid,18kt White Gold set with Diamonds,Rolex,UNISEX,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Diamond,36.0,100.0,3
18kt Rose Gold,Alligator,Solid,18kt Rose Gold,IWC,MENS,Automatic,Pilot,15.5,Scratch Resistant Sapphire,Luminous,Arabic Numeral,43.0,60.0,2
Stainless Steel,Stainless Steel,Transparent See Through,Stainless Steel,Audemars Piguet,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Index,41.0,50.0,3
Plastic,Silicone,Transparent,Plastic,Swatch,WOMENS,Quartz,Casual,8.75,Plexiglass,Black,Arabic Numeral,34.0,30.0,0
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Vacheron Constantin,MENS,Automatic,Luxury,11.0,Scratch Resistant Sapphire,Luminous Silver-tone,Index,41.0,150.0,3
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Manager,MENS,Automatic,Luxury,11.0,Scratch Resistant Sapphire,Yellow Gold-tone,Index,43.0,50.0,0
Stainless Steel,Stainless Steel 1,Transparent,Stainless Steel,Longines,WOMENS,Automatic,Luxury,9.0,Scratch Resistant Sapphire,Steel,Wesselton Diamond,29.0,30.0,1
Stainless Steel,Alligator Leather,Solid,Stainless Steel,Jaeger LeCoultre,WOMENS,Hand Wind,Luxury,10.0,Scratch Resistant Sapphire,Blue Dauphine-style shape,Arabic Numeral,20.0,30.0,2
Ceramic,(Structured Lined) Rubber,Transparent,Ceramic,Hublot,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Luminous Silver-tone,Index,51.0,50.0,2
Alloy,Stainless Steel,Solid,Alloy,Stuhrling Original,WOMENS,Quartz,Dress,7.0,Scratch Resistant Mineral,Silver-tone,Index,32.0,30.0,0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Citizen,MENS,Quartz,Dress,8.3,Scratch Resistant Mineral,Rose Gold-tone,Index,42.0,50.0,0
18kt Rose Gold,Rubber,Transparent,18kt Rose Gold,Hublot,UNISEX,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Rose Gold-tone,Index,38.0,50.0,2
Brass set with Crystals,Leather,Solid,Brass set with Crystals,Christian Van Sant,WOMENS,Quartz,Fashion,11.196182331158523,Scratch Resistant Mineral,Rose Gold-tone,Index,29.0,30.0,0
Alloy,Leather,Solid,Alloy,Stuhrling Original,MENS,Quartz,Casual,10.8,Scratch Resistant Mineral,Luminous Black Pencil-style,Index,45.0,100.0,0
Ceramic,Rubber,Solid,Ceramic,Bell And Ross,MENS,Automatic,Dive,9.8,Scratch Resistant Sapphire,Luminous Silver-tone,Dot,42.0,300.0,1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Citizen,MENS,Eco-Drive,Dress,10.5,Scratch Resistant Sapphire,Luminous Rose Gold-tone,Index,41.0,100.0,0
Stainless Steel,Stainless Steel Mesh,Solid,Stainless Steel,Mathey-Tissot,WOMENS,Quartz,Dress,6.0,Scratch Resistant Sapphire,Rose Gold-tone,Diamond,32.0,50.0,0
Stainless Steel,Leather,Solid,Aluminum and Stainless Steel,Invicta,MENS,Quartz,Casual,11.196182331158523,Flame Fusion,Silver-tone,Index,44.0,50.0,0
18kt White Gold,Rubber,Transparent,18kt White Gold,Audemars Piguet,MENS,Automatic,Casual,12.6,Scratch Resistant Sapphire,Silver-tone,Index,41.0,30.0,3
Stainless Steel,Rubber,Solid,Stainless Steel with an inlaid Black Ring,Revue Thommen,MENS,Automatic,Casual,16.0,Scratch Resistant Sapphire,Luminous Silver-tone,Index,45.0,30.0,0
Aluminum,Rubber,Solid,Rubber,Bvlgari,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Index,40.0,100.0,1
Stainless Steel,Alligator,Solid,Stainless Steel,Longines,MENS,Automatic,Luxury,12.4,Scratch Resistant Sapphire,Yellow Gold-tone,Index,38.0,30.0,1
Stainless Steel,Stainless Steel,Solid,Ceramic,Victorinox,MENS,Quartz,Sport,12.0,Scratch Resistant Sapphire,Luminous,Index-Arabic Numeral,43.0,200.0,0
18kt Pink Gold,18kt Pink Gold,Solid,18kt Pink Gold,Cartier,WOMENS,Automatic,Luxury,9.96,Scratch Resistant Sapphire,Blued-steel Sword-shaped,Black Roman Numeral,33.0,30.0,2
Stainless Steel,Calfskin leather,Transparent See Through,Stainless Steel,Breitling,MENS,Automatic,Sport,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Index,44.0,300.0,1
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Tissot,MENS,Automatic,Dress,11.5,Scratch Resistant Sapphire,Rose Gold-tone,Index,42.0,50.0,0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Mathey-Tissot,WOMENS,Quartz,Casual,11.196182331158523,Scratch Resistant Mineral,Rose Gold-tone,Index,30.0,50.0,0
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Longines,WOMENS,Automatic,Luxury,8.0,Scratch Resistant Sapphire,Silver-tone,Index,26.0,30.0,0
18kt Everose Gold,18kt Everose Gold President,Solid,18kt Everose Gold,Rolex,WOMENS,Quartz,Luxury,11.196182331158523,Scratch Resistant Sapphire,Everose Gold,Diamond,36.0,100.0,3
Stainless Steel,Stainless Steel Oyster,Solid,18kt White Gold,Rolex,UNISEX,Automatic,Sport,10.7,Scratch Resistant Sapphire,Silver-tone,Index,31.0,100.0,1
18kt Rose Gold,Leather,Transparent See Through,Diamond Set 18kt Rose Gold,IWC,UNISEX,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Rose Gold-tone,Diamond,37.0,30.0,2
Stainless Steel,Rubber,Transparent,Stainless Steel,Reign,MENS,Automatic,Casual,14.0,Scratch Resistant Mineral,Silver-tone,Arabic Numeral & Index,42.0,100.0,0
Stainless Steel,(Crocodile) Leather,Transparent See Through,Stainless Steel,IWC,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Arabic Numeral,40.0,30.0,1
Alloy,Leather,Solid,Alloy set with Swarovski Crystals,Burgi,WOMENS,Quartz,Casual,7.0,Sapphire-Coated Mineral,Rose Gold-tone,Index,30.0,30.0,0
Stainless Steel,Leather,Solid,Stainless Steel,IWC,MENS,Automatic,Pilot,15.8,Scratch Resistant Sapphire,Luminous Black,Arabic Numeral,46.0,60.0,2
Ceramic,(Calfskin) Leather,Transparent,Ceramic,Zenith,MENS,Automatic,Luxury,12.75,Scratch Resistant Sapphire,Luminous Rose Gold-tone,Index,42.0,100.0,1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Tissot,WOMENS,Quartz,Dress,7.1,Scratch Resistant Sapphire,Yellow Gold-tone,Roman Numeral,28.0,50.0,0
Stainless Steel,(Alligator) Leather,Transparent,Stainless Steel,Panerai,MENS,Hand Wind,Casual,13.0,Scratch Resistant Sapphire,Silver-tone,Index,47.0,100.0,1
Ceramic,Ceramic 1,Transparent,Ceramic,Rado,MENS,Automatic,Casual,9.7,Scratch Resistant Sapphire,Luminous Rose Gold-tone,Index,38.0,50.0,1
18kt Yellow Gold,Leather,Solid,18kt Yellow Gold,Cartier,WOMENS,Quartz,Luxury,10.0,Scratch Resistant Sapphire,Luminous,Index,37.0,100.0,1
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Breitling,MENS,Automatic,Travel,14.55,Scratch Resistant Sapphire,Luminous Silver-tone,Arabic Numeral,43.0,100.0,1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Raymond Weil,MENS,Quartz,Casual,7.89,Scratch Resistant Sapphire,Yellow Gold-tone,Index,39.0,50.0,0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Mathey-Tissot,MENS,Quartz,Casual,10.5,Scratch Resistant Mineral,Rose Gold-tone,Index,42.0,50.0,0
Stainless Steel,Stainless Steel and 18kt Yellow Gold Rolex Oyster,Solid,18kt Yellow Gold,Rolex,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Yellow Gold-tone,Luminous Stick,40.0,100.0,2
Stainless Steel,Stainless Steel and 18K Yellow Gold Rolex Oyster,Solid,18kt Yellow Gold,Rolex,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Gold-tone,Diamonds,28.0,100.0,2
18kt Rose Gold,Leather,Transparent,18kt Rose Gold,Chopard,MENS,Automatic,Luxury,11.47,Scratch Resistant Sapphire,Rose Gold-tone,Roman Numeral,43.0,50.0,3
Stainless Steel,Rubber,Solid,Stainless Steel,U-Boat,MENS,Quartz,Casual,11.196182331158523,Scratch Resistant Sapphire,Black,Arabic Numeral & Index,40.0,50.0,0
Alloy,Stainless Steel,Solid,Alloy set with Crystals,Stuhrling Original,WOMENS,Quartz,Dress,7.5,Krysterna,Silver-tone,Index,39.0,50.0,0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Gv2 By Gevril,WOMENS,Quartz,Fashion,9.0,Scratch Resistant Sapphire,Rose Gold-tone,Diamond,37.0,50.0,0
Stainless Steel,Alligator Leather,Transparent,Stainless Steel,Vacheron Constantin,MENS,Automatic,Luxury,11.75,Scratch Resistant Sapphire,Luminous Grey,Index and Arabic Numeral,41.0,30.0,2
Stainless Steel,Nylon,Transparent,Stainless Steel,Seiko,MENS,Automatic,Sport,12.5,Curved Hardlex,Silver-tone,Arabic Numeral,36.0,100.0,0
Stainless Steel,Rubber,Solid,Stainless Steel with an inlaid Blue Ring,Ice-Watch,UNISEX,Quartz,Casual,11.196182331158523,Scratch Resistant Mineral,Luminous Blue,Arabic Numeral,36.0,100.0,0
Stainless Steel,Leather,Transparent,Stainless Steel,Baume Et Mercier,MENS,Automatic,Luxury,14.9,Scratch Resistant Sapphire,Silver-tone,Arabic Numeral,44.0,50.0,1
Stainless Steel,Leather,Solid,Stainless Steel,Tissot,WOMENS,Quartz,Casual,7.1,Scratch Resistant Sapphire,Silver-tone,Index,28.0,50.0,0
Stainless Steel,Leather,Solid,Stainless Steel,Chopard,WOMENS,Quartz,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-toned,Index,32.0,30.0,1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Allemano,MENS,Automatic,Luxury,13.0,Scratch Resistant Sapphire,Silver-tone,Arabic Numeral & Index,42.0,300.0,1
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Armand Nicolet,MENS,Automatic,Dress,13.0,Scratch Resistant Sapphire,Luminous Silver-tone,Index,42.0,100.0,0
Stainless Steel,Rubber,Solid,Stainless Steel set with Diamonds,Hublot,WOMENS,Quartz,Luxury,11.196182331158523,Scratch Resistant Sapphire,Luminous Silver-tone,Arabic Numeral and Index,38.0,100.0,1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Citizen,MENS,Eco-Drive,Sport,13.0,Scratch Resistant Mineral,Silver-tone,"Arabic Numeral, Index",44.0,100.0,0
Stainless Steel,Leather,Transparent,Stainless Steel,Heritor,MENS,Automatic,Dress,11.0,Scratch Resistant Mineral,Luminous Gold-tone,Arabic Numeral,45.0,50.0,0
18kt White Gold,Crocodile Leather,Transparent See Through,Stainless Steel,Glashutte Original,WOMENS,Automatic,Sport,11.6,Scratch Resistant Sapphire,Rose Gold-tone,Index-Arabic Numeral,42.0,30.0,2
18kt Rose Gold,18kt Rose Gold,Solid,Diamond Set 18kt Rose Gold,Cartier,WOMENS,Automatic,Luxury,12.1,Scratch Resistant Sapphire,Blued-steel Sword-shaped,Roman Numeral,36.0,30.0,3
Stainless Steel,Stainless Steel and 18kt Everose Gold Rolex Oyster,Solid,18kt Everose Gold,Rolex,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Rose Gold-tone,Diamond,36.0,100.0,2
Brushed Titanium,Calfskin Leather,Solid,Titanium,Panerai,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Luminous Silver-tone,Arabic Numeral,47.0,100.0,2
Stainless Steel,Rubber,Transparent See Through,Stainless Steel,Breitling,MENS,Automatic,Casual,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Index,42.0,200.0,1
Alloy,Stainless Steel,Solid,Alloy,Stuhrling Original,WOMENS,Quartz,Dress,8.0,Scratch Resistant Mineral,Silver-tone,Diamond,29.0,50.0,0
Stainless Steel,Stainless Steel,Skeleton Transparent Exhibition See Through,Stainless Steel,Carl F. Bucherer,MENS,Automatic,Luxury,12.54,Scratch Resistant Sapphire,Silver-tone Dauphine-style shape,Index,42.0,30.0,1
Stainless Steel and 18kt Yellow Gold,Stainless Steel and 18kt Yellow Gold Rolex Oyster,Solid,Diamond Set,Rolex,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Yellow Gold-Tone,Index,36.0,100.0,2
18kt White Gold,(Alligator) Leather,Transparent,18kt White Gold,A. Lange & Sohne,MENS,Automatic,Luxury,8.2,Scratch Resistant Sapphire,White Gold,Index,40.0,30.0,2
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Mido,WOMENS,Automatic,Dress,9.0,Scratch Resistant Sapphire,Silver-tone Dauphine-style,Diamond,29.0,50.0,0
Stainless Steel,Stainless Steel Rolex Jubilee,Solid,Stainless Steel,Rolex,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Roman - Diamond,28.0,100.0,2
Stainless Steel,Stainless Steel Rolex Jubilee,Solid,Diamond Set,Rolex,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Index,28.0,100.0,2
Stainless Steel,Stainless Steel,Solid,Diamond Set,Gv2 By Gevril,WOMENS,Quartz,Fashion,9.0,Scratch Resistant Sapphire,Black,Roman Numeral,27.0,50.0,0
Stainless Steel,Stainless Steel and 18kt Everose Gold Jubilee,Solid,18kt Everose Gold,Rolex,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Everose Gold,Roman Numeral,31.0,100.0,2
Stainless Steel,Leather,Solid,Stainless Steel,Invicta,MENS,Quartz,Sport,14.0,Scratch Resistant Mineral,Silver-tone,Index,45.0,100.0,0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Invicta,MENS,Quartz,Casual,11.196182331158523,Scratch Resistant Mineral,Silver-tone,Index,40.0,200.0,0
Stainless Steel,Genuine Leather,Solid,Stainless Steel,Mathey-Tissot,MENS,Quartz,Casual,11.196182331158523,Scratch Resistant Mineral,Rose Gold-tone,Roman Numeral & Index,42.0,50.0,0
Stainless Steel,Stainless Steel,Transparent,18kt Rose Gold,Tissot,MENS,Automatic,Casual,10.64,Scratch Resistant Sapphire,Luminous Rose Gold-tone,Index,40.0,50.0,1
Stainless Steel,Stainless Steel,Transparent See Through,Stainless Steel,Omega,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Roman Numeral,40.0,30.0,1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Gv2 By Gevril,WOMENS,Quartz,Fashion,8.5,Scratch Resistant Sapphire,Rose Gold-tone,Diamond,32.0,50.0,0
Stainless Steel,Leather,Solid,Stainless Steel,Orient,MENS,Automatic,Dress,13.7,Scratch Resistant Sapphire,Luminous Gold-tone,Index,43.0,100.0,0
Stainless Steel,Rubber,Solid,Stainless Steel with a Black Ring,Victorinox,MENS,Quartz,Military,11.0,Scratch Resistant Sapphire,Luminous Black,Arabic Numeral,42.0,100.0,0
18kt White Gold,Leather,Transparent See Through,18kt White Gold,Patek Philippe,WOMENS,Automatic,Dress,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Roman Numeral,43.0,30.0,4
Composite Metal,Leather,Solid,Composite Metal,August Steiner,WOMENS,Quartz,Fashion,7.0,Scratch Resistant Mineral,Silver-tone,Index,35.0,30.0,0
Stainless Steel,Stainless Steel,Solid,Stainless Steel set with Diamonds,Gv2 By Gevril,WOMENS,Quartz,Dress,9.5,Anti-Reflective Sapphire,Black Skeleton,Black Roman Numeral,40.0,30.0,0
18kt Everose Gold,18kt Everose Gold Rolex President,Solid,18kt Everose Gold,Rolex,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Rose Gold-tone,Roman Numeral and Index,40.0,100.0,3
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Revue Thommen,MENS,Automatic,Luxury,10.0,Scratch Resistant Sapphire,Luminous Rose Gold-tone,Index,39.0,50.0,0
Stainless Steel,Fabric,Solid,Stainless Steel,Tudor,MENS,Automatic,Sport,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Index,41.0,150.0,1
Stainless Steel,Alligator/Crocodile Leather,Solid,Stainless Steel,Breitling,WOMENS,Automatic,Dress,9.92,Scratch Resistant Sapphire,Rose Gold-tone,Diamond,35.0,30.0,1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Longines,WOMENS,Quartz,Dress,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Diamond,34.0,50.0,1
Ceramic,Leather,Solid,Ceramic,Hublot,MENS,Automatic,Sport,11.196182331158523,Scratch Resistant Sapphire,Red,Arabic Numeral,45.0,100.0,2
Bronze,Textile,Solid,Bronze,Oris,UNISEX,Automatic,Casual,11.196182331158523,Scratch Resistant Sapphire,Bronze,Index,38.0,100.0,1
Stainless Steel,Fabric,Transparent,Stainless Steel,Mido,WOMENS,Automatic,Casual,9.75,Scratch Resistant Sapphire,Rose Gold-tone,Dots,33.0,50.0,0
Stainless Steel,Leather,Solid,Stainless Steel,Mathey-Tissot,MENS,Quartz,Casual,11.196182331158523,Scratch Resistant Mineral,Silver-tone,Index,42.0,3.0,0
18kt Yellow Gold,18kt Yellow Gold Rolex President,Solid,18kt Yellow Gold,Rolex,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Yellow Gold-Tone,Diamond,36.0,100.0,3
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Tissot,WOMENS,Quartz,Casual,8.3,Scratch Resistant Sapphire,Gold-tone,Index,34.0,100.0,0
Stainless Steel,Rubber,Solid,Stainless Steel,Citizen,MENS,Eco-Drive,Dive,18.5,Scratch Resistant Mineral,Black and Red,Index,48.0,300.0,0
Stainless Steel,Stainless Steel,Solid,Stainless Steel with a Black-plated Ring,Longines,MENS,Quartz,Dive,10.2,Scratch Resistant Sapphire,Luminous Rose Gold-tone,Dot,41.0,300.0,0
18kt White Gold Diamond,18kt White Gold Rolex President,Solid,Diamond Set,Rolex,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-Tone,Diamond,26.0,100.0,3
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Raymond Weil,MENS,Automatic,Dress,10.0,Scratch Resistant Sapphire,Luminous Rose Gold-tone,Index,42.0,100.0,1
Stainless Steel,Rubber,Transparent,Stainless Steel,Omega,MENS,Automatic,Luxury,13.2,Scratch Resistant Sapphire,Luminous Silver-tone Arrow-shaped,Index,38.0,150.0,1
Composite Metal,Leather,Solid,Composite Metal,Akribos Xxiv,WOMENS,Quartz,Dress,7.5,Scratch Resistant Hardlex,Rose Gold-tone,Index,34.0,30.0,0
18kt Rose Gold,Alligator Leather,Skeleton Transparent Exhibition See Through,18kt Rose Gold,Jaeger LeCoultre,MENS,Automatic,Luxury,12.0,Scratch Resistant Sapphire,Rose Gold-Tone,Index,43.0,50.0,3
Stainless Steel,Stainless Steel,Solid,Stainless Steel set with Zirconia Crystals,Mathey-Tissot,WOMENS,Quartz,Casual,11.196182331158523,Scratch Resistant Mineral,Yellow Gold-tone,Index,32.0,50.0,0
Alloy,Alloy,Solid,Alloy,Sophie And Freda,WOMENS,Quartz,Dress,8.0,Scratch Resistant Mineral,Silver-tone,Crystal,32.0,30.0,0
Stainless Steel,Stainless Steel and 18kt Everose Gold Rolex Oyster,Solid,18kt Everose Gold,Rolex,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Everose Gold,Diamond / Roman Numeral,41.0,100.0,2
Stainless Steel,(Crocodile) Leather,Solid,Stainless Steel,Breitling,MENS,Automatic,Luxury,13.8,Scratch Resistant Sapphire,Luminous Silver-tone,Index,38.299275680421424,100.0,1
