case_material,band_material,case_back,bezel_material,brand,gender,movement,watch_style,case_thickness,crystal,hands,dial_markers,case_diameter,water_resistance,price_segment,dbscan_cluster
Stainless Steel and 18kt Yellow Gold,Stainless Steel and 18kt Yellow Gold Jubilee,Solid,Diamond Set,Rolex,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Yellow Gold,Diamond,31.0,100.0,2,2
Alloy,Stainless Steel,Solid,Alloy,Stuhrling Original,WOMENS,Quartz,Dress,7.0,Scratch Resistant Mineral,Rose Gold-tone,Arabic Numeral,38.0,50.0,0,-1
18kt Yellow Gold,18kt Yellow Gold Oyster,Solid,18kt Yellow Gold,Rolex,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Yellow Gold,Diamonds,40.0,100.0,3,0
Alloy,Stainless Steel,Solid,Alloy,Stuhrling Original,WOMENS,Quartz,Dress,9.0,Scratch Resistant Mineral,Yellow Gold-tone,Index,38.0,50.0,0,-1
Stainless Steel,Silicone,Solid,Stainless Steel,Mann Egerton,MENS,Quartz,Luxury,15.0,Scratch Resistant Mineral,Silver-tone,Index,45.0,94.38815128863104,0,-1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Omega,MENS,Automatic,Luxury,10.0,Scratch Resistant Sapphire,Silver-tone Dauphine-style,Index,39.0,30.0,1,-1
18kt Rose Gold,Alligator,Solid,18kt Rose Gold,Jaeger LeCoultre,MENS,Hand Wind,Dress,11.196182331158523,Scratch Resistant Sapphire,Rose Gold-tone,Index,49.0,30.0,3,-1
Alloy,Leather,Transparent,Alloy,Stuhrling Original,MENS,Automatic,Dress,12.5,Scratch Resistant Mineral,Gold-tone Leaf-style,Index,44.0,50.0,0,-1
Rose Gold,Corocodile Leather,Transparent,18kt Rose Gold,Audemars Piguet,MENS,Hand Wind,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone Leaf-style shape,Rose Gold,34.0,94.38815128863104,4,-1
Stainless Steel,Stainless Steel,Transparent See Through,Stainless Steel,Chopard,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Roman Numeral,33.0,30.0,1,-1
316L Stainless Steel,Leather,Solid,Stainless Steel,Tissot,WOMENS,Quartz,Casual,7.1,Scratch Resistant Sapphire,Silver-tone,Index,20.0,30.0,0,-1
Stainless Steel,Leather,Transparent,Stainless Steel,Tissot,WOMENS,Automatic,Casual,9.48,Scratch Resistant Sapphire,Rose Gold-tone Leaf-style,Index,30.0,50.0,0,-1
Stainless Steel,Genuine Leather,Solid,Stainless Steel,Gv2 By Gevril,MENS,Quartz,Luxury,13.0,Scratch Resistant Sapphire,Silver-tone,Index,42.0,50.0,0,-1
Stainless Steel,Nato Nylon,Transparent,Stainless Steel,Omega,MENS,Automatic,Dive,11.196182331158523,Scratch Resistant Sapphire,Luminous Black Arrow-shaped,Index,41.0,150.0,1,-1
Hardmetal,Stainless Steel,Solid,Stainless Steel,Rado,WOMENS,Automatic,Luxury,10.7,Scratch Resistant Sapphire,Luminous Yelloq Gold-tone,Diamond,27.0,30.0,0,-1
18kt Rose Gold,(Crocodile) Leather,Solid,18kt Rose Gold,Breguet,MENS,Automatic,Luxury,15.0,Scratch Resistant Sapphire,Luminous Rose Gold-tone,Arabic Numeral,42.0,100.0,2,-1
Stainless steel,Stainless Steel,Solid,Stainless steel,Rudiger,MENS,Quartz,Casual,6.0,Scratch Resistant Mineral,Black,Index,36.0,30.0,0,-1
Stainless Steel,Rubber,Transparent,Stainless Steel,Revue Thommen,MENS,Automatic,Casual,13.0,Scratch Resistant Sapphire,Silver-tone,Index,43.0,100.0,0,-1
18kt Rose Gold,Alligator Leather,Solid,18kt Rose Gold,Jaeger LeCoultre,MENS,Hand Wind,Luxury,10.2,Scratch Resistant Sapphire,Blue and luminous,Arabic Numeral,30.0,30.0,2,-1
Stainless Steel,Stainless Steel,Solid,Stainless Steel set with Crystals,Lucien Piccard,WOMENS,Quartz,Dress,10.5,Mineral,Silver,Dot,34.0,50.0,0,-1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Citizen,WOMENS,Quartz,Casual,8.5,Scratch Resistant Mineral,Luminous Silver-tone,Index,25.0,50.0,0,-1
Stainless Steel,(Calfskin) Leather,Transparent,Stainless Steel,Carl F. Bucherer,MENS,Automatic,Luxury,14.0,Scratch Resistant Sapphire,Luminous Silver-tone,Index,44.0,50.0,1,-1
Stainless Steel,Stainless Steel,Solid,Diamond Set Stainless Steel,Corum,WOMENS,Quartz,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Roman Numeral & Index,24.0,94.38815128863104,1,-1
18kt Rose Gold,Alligator Leather,Skeleton Transparent Exhibition See Through,18kt Rose Gold,Roger Dubuis,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Rose Gold-tone Dauphine-style shape,Roman Numeral,42.0,30.0,2,-1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Chopard,WOMENS,Quartz,Luxury,9.0,Scratch Resistant Sapphire,Luminous,Index,28.0,50.0,1,-1
Titanium,Rubber,Transparent,Titanium,Breguet,MENS,Automatic,Luxury,11.5,Scratch Resistant Sapphire,Grey,Roman Numeral,40.0,100.0,2,-1
Stainless Steel,Stainless Steel,Transparent See Through,Stainless Steel,Zenith,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Index,38.0,50.0,1,-1
Stainless Steel,Alligator,Transparent See Through,Stainless Steel,Omega,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Black,Roman Numeral,41.0,30.0,1,-1
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Tag Heuer,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Luminous Silver-tone,Index,39.0,100.0,1,-1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Longines,WOMENS,Quartz,Luxury,11.196182331158523,Scratch Resistant Sapphire,Blue,Roman Numeral,30.0,30.0,0,-1
Stainless Steel,Leather,Solid,Stainless Steel,Brooklyn Watch Co.,MENS,Quartz,Casual,11.196182331158523,Scratch Resistant Sapphire,luminous Silver-tone,Index,45.0,50.0,0,-1
Stainless Steel,Gold-plated Stainless Steel,Solid,Stainless Steel with a Black Top Ring,Invicta,MENS,Quartz,Casual,11.0,Flame Fusion,Luminous Gold-tone,Dot,43.0,200.0,0,-1
Stainless Steel,Stainless Steel and 18kt Gold,Solid,Stainless Steel,Tudor,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Gold-tone,Index,28.0,94.38815128863104,1,-1
18kt Yellow Gold Diamond Encrusted,18kt Yellow Gold Rolex President,Solid,Diamond Set,Rolex,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Yellow Gold-Tone,Diamond,26.0,100.0,3,4
Stainless Steel,Stainless Steel with Crystals,Solid,Stainless Steel,Swatch,WOMENS,Quartz,Dress,8.5,Scratch Resistant Mineral,Silver-tone,Dot,25.0,30.0,0,-1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Invicta,MENS,Quartz,Casual,11.196182331158523,Scratch Resistant Mineral,Silver-tone,Index,40.0,200.0,0,-1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Mathey-Tissot,WOMENS,Quartz,Casual,11.0,Scratch Resistant Mineral,Silver-tone,Index,30.0,50.0,0,-1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Seiko,WOMENS,Quartz,Casual,7.0,Scratch Resistant Hardlex,Blue,Arabic Numeral,29.0,50.0,0,-1
Plastic,Silicone,Solid,Plastic,Swatch,MENS,Quartz,Casual,11.75,Plexiglass,Luminous Black,Index,47.0,30.0,0,-1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Jaeger LeCoultre,WOMENS,Quartz,Casual,11.196182331158523,Scratch Resistant Sapphire,Blue Baton,Arabic Numeral,24.0,30.0,1,-1
Stainless Steel,Calfskin Leather,Solid,Stainless Steel,Certina,WOMENS,Quartz,Casual,10.0,Scratch Resistant Sapphire,Luminous Silver-tone,Index,32.0,100.0,0,-1
Stainless Steel,Silicone,Solid,Stainless Steel,Invicta,MENS,Quartz,Casual,11.5,Flame Fusion,Gold-tone,Index,45.0,50.0,0,-1
18kt Rose Gold,Alligator Leather,Solid,Diamond Set,Cartier,WOMENS,Quartz,Dress,7.3,Scratch Resistant Sapphire,Blued-steel Sword-shaped,Roman Numeral,31.0,30.0,2,-1
Stainless Steel,Stainless Steel Oyster,Solid,18kt White Gold,Rolex,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Index,42.0,100.0,2,3
18kt Yellow Gold,18kt Yellow Gold Diamond-Set President,Solid,Diamond Set,Rolex,UNISEX,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Yellow Gold,Index-Roman Numerals,36.0,100.0,4,9
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Longines,WOMENS,Quartz,Luxury,6.9,Scratch Resistant Sapphire,Blue,Roman Numeral,32.0,30.0,0,-1
Stainless Steel,(Alligator) Leather,Solid,Stainless Steel,IWC,MENS,Automatic,Luxury,13.6,Scratch Resistant Sapphire,Rose Gold-tone Leaf-style,Index,42.0,30.0,1,-1
Stainless Steel,Stainless Steel,Solid,Stainless Steel with a Blue Aluminium Ring,Tudor,MENS,Automatic,Luxury,11.9,Scratch Resistant Sapphire,Luminous Silver-tone,Dot,39.0,200.0,1,-1
Stainless Steel,Stainless Steel,Solid,Stainless Steel with an inlaid Black Ring,Citizen,MENS,Eco-Drive,Sport,11.7,Scratch Resistant Mineral,Grey,Index,43.0,100.0,0,-1
Stainless Steel,Stainless Steel,Solid,Titanium,Omega,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone Skeleton,Dot,42.0,300.0,1,-1
18kt Rose Gold,Blue Rubber Strap with 18kt Rose Gold Inserts,Transparent,18kt Rose Gold,Ulysse Nardin,MENS,Automatic,Luxury,13.85,Scratch Resistant Sapphire,Rose Gold-tone Skeleton,Arabic Numeral,43.0,100.0,2,-1
Stainless Steel,Silicone,Solid,Stainless Steel,Invicta,MENS,Quartz,Casual,14.0,Scratch Resistant Mineral,Gold-tone,Index,51.0,100.0,0,-1
Alloy,Leather,Solid,Alloy,Simplify,UNISEX,Quartz,Casual,11.0,Scratch Resistant Mineral,Luminous Red,Index,42.0,30.0,0,-1
Stainless Steel,Rubber and Black Heavy-duty Canvas,Solid,Stainless Steel,Bell And Ross,MENS,Automatic,Casual,10.0,Scratch Resistant Sapphire,Luminous,Index,42.0,100.0,1,-1
Stainless Steel,Leather,Transparent See Through,Stainless Steel,Tag Heuer,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Index,39.0,100.0,1,-1
18kt White Gold,Satin,Transparent,Diamond Set,Breguet,WOMENS,Automatic,Luxury,8.5,Scratch Resistant Sapphire,Blue,Arabic Numeral,33.0,30.0,2,-1
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Mido,WOMENS,Automatic,Dress,10.5,Scratch Resistant Sapphire,Rose Gold-tone,Diamond,33.0,50.0,0,-1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Mathey-Tissot,WOMENS,Quartz,Casual,11.0,Scratch Resistant Mineral,Luminous Yellow Gold-tone,Index,30.0,50.0,0,-1
Stainless Steel,Stainless Steel,Solid,18kt Yellow Gold with a brown Ceramic Insert,Longines,MENS,Automatic,Sport,13.5,Scratch Resistant Sapphire,Gold-tone,Arabic Numeral,39.0,100.0,1,-1
18kt Rose Gold,18kt Rose Gold,Transparent,18kt Rose Gold set with Diamonds,Audemars Piguet,WOMENS,Hand Wind,Luxury,9.8,Scratch Resistant Sapphire,Rose Gold-tone Alpha-style,Roman Numeral,39.0,20.0,3,-1
Stainless Steel,Stainless Steel,Solid,Stainless Steel showing Tachymeter Markings,Invicta,MENS,Quartz,Casual,13.5,Scratch Resistant Mineral,Luminous Gold-tone,Index,39.0,200.0,0,-1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Orient,MENS,Automatic,Casual,12.6,Scratch Resistant Mineral,Luminous Gold-tone,Index,41.0,50.0,0,-1
Stainless Steel,Rubber,Solid,Brushed Stainless Steel,Panerai,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Index,44.0,300.0,1,-1
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Gevril,MENS,Automatic,Luxury,16.0,Scratch Resistant Sapphire,Silver-tone,Arabic Numeral,42.0,100.0,1,-1
Stainless Steel,Stainless Steel,Screw Down,Stainless Steel,Akribos Xxiv,MENS,Quartz,Casual,14.5,Mineral with a Sapphire Coating,Luminous Silver-tone Arrow-shaped,Dot,52.0,50.0,0,-1
Stainless Steel,Stainless Steel,Solid,Stainless Steel with Purple Aluminum,Invicta,MENS,Quartz,Sport,20.0,Scratch Resistant Mineral,Luminous Silver-tone,Arabic Numeral and Dot,52.0,200.0,0,-1
Stainless Steel,Leather,Solid,Stainless Steel,U-Boat,MENS,Automatic,Casual,11.196182331158523,Scratch Resistant Sapphire,Black,Arabic Numeral & Index,45.0,94.38815128863104,1,-1
Stainless Steel,Stainless Steel,Skeleton,Stainless Steel,Chopard,MENS,Automatic,Luxury,14.0,Scratch Resistant Sapphire,Luminous,Index,42.0,50.0,1,-1
18kt Rose Gold,Alligator Leather,See Through,18kt Rose Gold,Panerai,MENS,Hand Wind,Luxury,11.196182331158523,Scratch Resistant Sapphire,Gold-toned,Index,47.0,50.0,2,-1
18kt Rose Gold,18kt Rose Gold Tubogas,Solid,18kt Rose Gold,Bvlgari,WOMENS,Quartz,Luxury,11.196182331158523,Scratch Resistant Sapphire,Rose Gold,Diamond,26.0,30.0,2,-1
Stainless Steel,Stainless Steel and 18kt Yellow Gold Rolex Oyster,Solid,18kt Yellow Gold with a Blue Cerachrom (Count-Up Elapsed Time) Top Ring,Rolex,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Gold-tone,Index,41.0,300.0,2,-1
Ceramic,Fabric NATO,Transparent,Ceramic,Blancpain,MENS,Automatic,Luxury,13.4,Scratch Resistant Sapphire,Luminous Grey,Dot,43.0,300.0,1,-1
18kt Rose Gold,(Alligator) Leather,Solid,18kt Rose Gold set with 46 Diamonds (~0.73 ct),Patek Philippe,WOMENS,Quartz,Luxury,6.9,Scratch Resistant Sapphire,Luminous Rose Gold-tone,Index,32.0,60.0,3,-1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Ball,MENS,Automatic,Dive,15.2,Scratch Resistant Sapphire,Luminous Silver-tone,Index,42.0,300.0,1,-1
Stainless Steel,Leather,Transparent,Stainless Steel,Hamilton,WOMENS,Automatic,Casual,11.18,Scratch Resistant Sapphire,Silver-tone,Index,34.0,100.0,0,-1
18kt White Gold,Leather,Skeleton Transparent Exhibition See Through,18kt White Gold,Jaeger LeCoultre,MENS,Hand Wind,Luxury,11.55,Scratch Resistant Sapphire,Black Leaf-style shape,Index,42.0,50.0,4,-1
Titanium,(Structured Lined) Rubber,Transparent,Titanium,Hublot,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Index-Arabic Numerals,42.0,100.0,2,-1
Stainless Steel,Rubber,Solid,Stainless Steel with a Black Ceramic Ring,Raymond Weil,MENS,Hand Wind,Dive,11.7,Scratch Resistant Sapphire,Silver-tone with Red Seconds Hand,Index,42.0,300.0,1,-1
18kt Yellow Gold,Elastomer,Solid,18kt Yellow Gold,Rolex,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Gold-tone,Index,42.0,100.0,3,11
Stainless Steel,Leather,Solid,Stainless Steel,Baume Et Mercier,MENS,Automatic,Casual,9.5,Scratch Resistant Sapphire,Blued steel Leaf-style,Index,42.0,50.0,1,-1
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Omega,MENS,Automatic,Dress,13.2,Scratch Resistant Sapphire,Luminous Silver-tone Arrow-shaped,Index,41.0,150.0,1,-1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Hamilton,UNISEX,Automatic,Sport,14.6,Scratch Resistant Sapphire,Silver-tone,Index,44.0,100.0,1,-1
Stainless Steel,Stainless Steel,Solid,Stainless Steel showing Tachymeter Markings,Invicta,MENS,Quartz,Casual,13.5,Scratch Resistant Mineral,Luminous Silver-tone,Index,39.0,200.0,0,-1
Stainless Steel,Rubber,Transparent,Stainless Steel,Revue Thommen,MENS,Automatic,Casual,15.6,Scratch Resistant Sapphire,Luminous Black,Arabic Numerals,43.0,100.0,0,-1
18kt Rose Gold,(Alligator) Leather,Transparent,18kt Rose Gold set with 60 Diamonds,Jaeger LeCoultre,WOMENS,Automatic,Luxury,9.56,Scratch Resistant Sapphire,Blue Sword-shaped,Black Arabic Numeral,34.0,50.0,2,-1
Stainless Steel,Rubber and Silk with Embroidery,Transparent,Carbon Fiber and Silk,Hublot,MENS,Automatic,Luxury,14.0,Scratch Resistant Sapphire,Silver-tone Skeleton,11 diamonds (0.20 carats),41.0,100.0,1,-1
18kt Rose Gold,Alligator Leather,Skeleton Transparent Exhibition See Through,18kt Rose Gold,Carl F. Bucherer,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Rose Gold-tone,Index,40.0,30.0,2,-1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Omega,WOMENS,Automatic,Luxury,9.5,Scratch Resistant Sapphire,Silver-tone Dauphine-style shape,Index,32.0,30.0,1,-1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Seiko,WOMENS,Quartz,Casual,7.0,Scratch Resistant Hardlex,Gold-tone,Index,29.0,50.0,0,-1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Revue Thommen,MENS,Automatic,Dive,13.0,Scratch Resistant Sapphire,Silver-tone,Index,42.0,300.0,0,-1
Stainless Steel,Alligator Leather,Solid,Stainless Steel,IWC,UNISEX,Automatic,Pilot,10.5,Scratch Resistant Sapphire,Luminous Silver-tone,Arabic Numeral,36.0,60.0,1,-1
Stainless Steel,Stainless Steel,Solid,Stainless Steel set with Crystals,Gv2 By Gevril,WOMENS,Quartz,Fashion,8.0,Scratch Resistant Sapphire,Silver-tone,Diamond-set Index,36.0,50.0,0,-1
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Revue Thommen,MENS,Automatic,Sport,15.6,Scratch Resistant Sapphire,Luminous Black,Arabic Numeral,43.0,100.0,1,-1
Ceramic,Rubber,Transparent,18kt Rose Gold,Hublot,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Rose Gold-tone,Index,45.0,50.0,2,14
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Longines,WOMENS,Quartz,Dress,5.0,Scratch Resistant Sapphire,Silver-tone,Roman Numeral,29.0,30.0,0,-1
Stainless Steel,Leather,Solid,Stainless Steel,Orient,MENS,Automatic,Casual,11.8,Scratch Resistant Mineral,Silver-tone,Index,40.0,30.0,0,-1
18kt Rose Gold,Alligator,Transparent See Through,18kt Rose Gold,Audemars Piguet,MENS,Automatic,Luxury,12.4,Scratch Resistant Sapphire,Rose Gold-tone,Index,41.0,50.0,3,-1
Stainless Steel,Stainless Steel,Solid,Stainless Steel showing tachymeter Markings,Invicta,MENS,Quartz,Sport,9.0,Scratch Resistant Mineral,Luminous Gold-tone,Index,40.0,200.0,0,-1
Stainless Steel,Leather,Transparent,Stainless Steel showing Consumtion Scale,Victorinox,MENS,Automatic,Military,11.196182331158523,Scratch Resistant Mineral,Luminous Black,Arabic Numeral,42.0,100.0,0,-1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Mathey-Tissot,WOMENS,Quartz,Dress,3.0,Scratch Resistant Mineral,Luminous Silver-tone,Crystal,32.0,30.0,0,-1
Composite Metal,Leather,Solid,Composite Metal,Akribos Xxiv,MENS,Quartz,Casual,10.0,Scratch Resistant Hardlex,Rose Gold-tone Dauphine-style,Index,40.0,30.0,0,-1
Stainless Steel,Leather,Transparent See Through,Stainless Steel,IWC,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Arabic Numeral,41.0,100.0,1,-1
Stainless Steel,Silicone,Solid,Stainless Steel,Seiko,MENS,Quartz,Sport,9.78,Scratch Resistant Sapphire,Gold-tone,Index,39.0,100.0,0,-1
18kt Yellow Gold,Leather,Solid,18kt Yellow Gold,Audemars Piguet,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Gold-tone,Stick,41.0,20.0,2,-1
Stainless Steel,Leather,Transparent,Stainless Steel,Armand Nicolet,MENS,Automatic,Sport,13.0,Scratch Resistant Sapphire,Silver-tone,Index-Arabic Numeral,42.0,100.0,1,-1
Stainless Steel,Leather,Transparent,Stainless Steel,Hamilton,MENS,Automatic,Sport,15.22,Scratch Resistant Sapphire,Silver-tone,Index,42.0,100.0,1,-1
925 Silver,Canvas,Transparent,925 Silver with an inalid Taupe Aluminium Ring,Tudor,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Luminous Silver-tone,Dot,39.0,200.0,1,-1
Stainless Steel,Leather,Solid,Stainless Steel with a Black Ring,Mathey-Tissot,MENS,Quartz,Casual,11.196182331158523,Scratch Resistant Mineral,Luminous Gold-tone,Dot,42.0,100.0,0,-1
Stainless Steel 316L,Stainless Steel Mesh,Solid,Stainless Steel,Tissot,MENS,Quartz,Casual,7.1,Scratch Resistant Sapphire,Silver-tone,Index,40.0,50.0,0,-1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Gv2 By Gevril,WOMENS,Quartz,Fashion,8.5,Scratch Resistant Sapphire,Yellow Gold-tone,Diamond,35.0,50.0,0,-1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Seiko,WOMENS,Quartz,Casual,6.4,Scratch Resistant Hardlex,Silver-tone,Index,26.0,50.0,0,-1
Stainless Steel,Leather,Solid,Stainless Steel,Tudor,UNISEX,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Diamond,36.0,100.0,1,-1
18kt White Gold,Alligator Leather,Solid,18kt White Gold Set with 42 Diamonds,Piaget,WOMENS,Quartz,Luxury,7.47,Scratch Resistant Sapphire,Silver-tone,Diamond,29.0,30.0,2,-1
Stainless Steel,Stainless Steel,Transparent See Through,Stainless Steel,Baume Et Mercier,WOMENS,Automatic,Casual,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Roman & Index,34.0,50.0,1,-1
Stainless Steel,Stainless Steel,Transparent See Through,Stainless Steel,Rado,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Index,28.0,30.0,1,-1
Stainless Steel & Rose Gold,Stainless Steel & Rose Gold,Solid,18k Rose Gold engraved with the BVLGARI BVLGARI logo,Bvlgari,WOMENS,Quartz,Dress,11.196182331158523,Scratch Resistant Sapphire,Rose Gold-tone,Diamond,23.0,30.0,1,-1
Stainless Steel,Leather (Rubber Backed),Transparent,Ceramic,Omega,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Luminous Silver-tone,Index,41.0,50.0,1,-1
Stainless Steel,Leather,Transparent,Stainless Steel,Longines,MENS,Automatic,Dress,11.196182331158523,Scratch Resistant Sapphire,Silver-tone Leaf-style,Index,40.0,30.0,1,-1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Versace,MENS,Quartz,Dress,11.196182331158523,Scratch Resistant Sapphire,Gold-tone,Index,43.0,50.0,0,-1
Stainless Steel,Stainless Steel,Transparent,Stainless Steel with an inlaid Blue Ring,Gevril,MENS,Automatic,Luxury,14.0,Scratch Resistant Sapphire,Luminous Yellow Gold-tone,Index,43.0,300.0,1,-1
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Omega,MENS,Automatic,Luxury,14.0,Scratch Resistant Sapphire,Luminous Silver-tone,Index,38.299275680421424,150.0,1,-1
Stainless Steel,Silicone,Solid,Stainless Steel,Invicta,MENS,Quartz,Casual,11.0,Flame Fusion,Silver-tone,Index,45.0,100.0,0,-1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Mathey-Tissot,WOMENS,Quartz,Dress,5.5,Scratch Resistant Sapphire,Silver-tone,Crystal,28.0,30.0,0,-1
Stainless Steel,Leather,Solid,Stainless Steel,Gv2 By Gevril,MENS,Quartz,Fashion,13.8,Scratch Resistant Sapphire,Silver-tone,Arabic Numeral,44.0,50.0,0,-1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Invicta,MENS,Quartz,Casual,12.0,Scratch Resistant Mineral,Luminous Yellow Gold-tone Breguet-style,Dot,37.0,200.0,0,-1
Stainless Steel,Stainless Steel,Solid,Stainless Steel with an inalid Blue Ring showing Tachymeter Markings,Invicta,MENS,Quartz,Casual,12.0,Flame Fusion,Luminous Gold-tone,Index,45.0,100.0,0,-1
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Gevril,MENS,Automatic,Luxury,14.5,Scratch Resistant Sapphire,Blue,Roman Numeral,39.0,50.0,1,-1
Stainless Steel,Stainless Steel,Transparent,18kt Rose Gold,Longines,MENS,Automatic,Luxury,9.5,Scratch Resistant Sapphire,Blue,Roman Numeral,38.0,30.0,1,-1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Citizen,MENS,Automatic,Dress,11.1,Scratch Resistant Mineral,Silver-tone,Roman Numeral,40.0,50.0,0,-1
18kt Yellow Gold,18kt Yellow Gold (Dewdrop),Solid,18kt Yellow Gold set with Diamonds,Omega,WOMENS,Quartz,Luxury,11.196182331158523,Scratch Resistant Sapphire,Gold-tone,Diamond,27.0,30.0,2,-1
Stainless Steel,Stainless Steel,Solid,Diamond Set,Breitling,WOMENS,Quartz,Dive,12.0,Scratch Resistant Sapphire,Silver-tone,Index-Arabic Numerals,33.0,500.0,1,-1
Alloy,Stainless Steel,Transparent,Alloy,Stuhrling Original,MENS,Automatic,Dress,12.6,Scratch Resistant Mineral,Blue,Arabic Numeral,48.0,50.0,0,-1
Titanium,Rubber,Solid,Titanium,Longines,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Gold-tone,Arabic Numeral,42.0,100.0,1,0
Stainless Steel,Leather,Solid,Stainless Steel,Breitling,WOMENS,Automatic,Luxury,10.0,Scratch Resistant Sapphire,Luminous Rose Gold-tone,Index,35.0,30.0,1,-1
Stainless Steel,Leather,Transparent,Stainless Steel,Gevril,MENS,Automatic,Luxury,11.5,Scratch Resistant Sapphire,Luminous Silver-tone,Arabic Numeral,44.0,50.0,0,-1
Stainless Steel,Stainless Steel Rolex Oyster,Solid,Stainless Steel,Rolex,MENS,Automatic,Sport,11.196182331158523,Scratch Resistant Sapphire,Luminous Silver-tone,Index,39.0,100.0,1,-1
Stainless Steel set with Swarovski Crystals,Leather,Solid,Stainless Steel set with Swarovski Crystals,Burgi,WOMENS,Quartz,Fashion,8.0,Scratch Resistant Mineral,Yellow Gold-tone,Diamond,29.0,30.0,0,-1
Stainless Steel,(calfskin) Leather,Transparent,Stainless Steel,IWC,MENS,Automatic,Sport,14.5,Scratch Resistant Sapphire,Luminous Silver-tone,Arabic Numeral,41.0,100.0,1,-1
18kt Rose Gold,Leather,Transparent Sapphire,18kt Rose Gold,Harry Winston,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Rose Gold-tone,Index,42.0,30.0,3,-1
Stainless Steel,Stainless Steel,Solid,Stainless Steel set with Diamonds,Cartier,WOMENS,Quartz,Luxury,6.0,Scratch Resistant Sapphire,Blued-steel Sword-shaped,Roman Numeral,37.0,30.0,1,-1
