Price,CASE_MATERIAL,CASE_SHAPE,CASE_BACK,BAND_MATERIAL,BAND_TYPE,BAND_COLOR,CLASP,DIAL_COLOR,TYPE,CRYSTAL,HANDS,DIAL_MARKERS,SECOND_MARKERS,BEZEL,BEZEL_COLOR,BEZEL_MATERIAL,BRAND,COLLECTION_NAME,GENDER,MODEL,MOVEMENT,ENGINE,CALENDAR,FUNCTIONS,WATCH_FEATURES,WATCH_STYLE,CASE_DIAMETER,WATER_RESISTANCE,CASE_THICKNESS
4495.0,Stainless Steel,Round,Transparent,Alligator Leather,Strap,Black,Tang,Black,Analog,Scratch Resistant Sapphire,Silver-tone,Arabic Numeral,Minute Markers around the outer rim,Bi-directional Rotating,Black PVD,Ceramic,Tag Heuer,Autavia,Mens,CBE511C.FC8280,Automatic,Tag Heuer Calibre 02,Date display at the 6 o'clock position,"Chronograph, Column Wheel, Date, Hour, Minute, Small Second","Alligator Leather, Analog, Ceramic, Leather, Stainless Steel, Chronograph",Luxury,42.0,100.0,15.68
905.39,Stainless Steel,Round,Transparent,Stainless Steel,Bracelet,Two-tone (Silver-tone and Yellow Gold-tone),Deployment with Push Button Release,Black,Analog,Scratch Resistant Sapphire,Yellow Gold-tone,Index,Minute Markers around the outer rim,Fixed,Black,Stainless Steel,Gevril,Lenox,Mens,49006,Automatic,,Date display at the 6 o'clock position,"Date, Day, Hour, Minute, Second","Month, Analog, Gold, Stainless Steel",Luxury,44.0,50.0,14.0
776.88,Stainless Steel,Round,Solid,Alligator Leather,Strap,Black,Tang,White,Analog,Scratch Resistant Sapphire,Black,Roman Numeral,,Fixed,Rose Gold-tone,Stainless Steel,Longines,La Grande Classique,Womens,L47551912,Quartz,Longines Calibre L420,,"Hour, Minute","Alligator Leather, Analog, Gold, Leather, Stainless Steel",Dress,36.0,30.0,
2587.5,Stainless Steel,Round,Skeleton,Stainless Steel with 18kt Yellow Gold (Cap 200) Li,Bracelet,,Deployment,Silver,Analog,Scratch Resistant Sapphire,Gold-tone,Diamond,Minute Markers around the outer rim,Fixed,,18kt Yellow Gold (Cap 200),Longines,Master,Mens,L2.628.5.77.7,Automatic,Longines Calibre L619,Date display at the 6 o'clock position,"Date, Hour, Minute, Second","Analog, Gold, Stainless Steel, Diamond",Dress,38.0,30.0,11.0
90.99,Stainless Steel,Round,Solid,Silicone with Stainless Steel Inserts,Strap,Black,Tang,Black,Analog,Flame Fusion,Luminous Silver-tone Sword-shaped,Index,Minute Markers. Tachymeter Markings around the outer rim,Uni-directional Rotating,Black Ion-plated,Stainless Steel,Invicta,Pro Diver,Mens,22797,Quartz,ISA Caliber 6371C,Date display between 4 and 5 o'clock position,"Chronograph, Date, Hour, Minute, Second, Tachymeter","Analog, Stainless Steel, Chronograph",Casual,50.0,100.0,17.0
79.0,Stainless Steel,Round,Solid,Stainless Steel,Bracelet,Silver-tone,Fold Over with Safety Release,Rose Gold-tone,Analog,Scratch Resistant Mineral,Rose Gold-tone,Roman Numeral,Minute Markers around the outer rim,Fixed,Rose Gold-tone,Crystal Set,Michael Kors,Kacie,Womens,MK4854,Quartz,,,"Hour, Minute, Second","Analog, Gold, Stainless Steel",Dress,39.0,50.0,
132.0,Stainless Steel,Round,Solid,Stainless Steel Mesh,Bracelet,Silver-tone,Safety Mesh Buckle,Black,Analog,Scratch Resistant Mineral,Silver-tone,Index-Roman Numeral,Minute Markers around the outer rim,Fixed,Silver-tone,Stainless Steel,Fossil,Neutra,Mens,FS6021SET,Quartz,,Date display between 4 and 5 o'clock position,"Chronograph, Date, Hour, Minute, Second","Analog, Leather, Stainless Steel, Chronograph",Sport,44.0,50.0,
1350.0,Stainless Steel,Round,Solid,Stainless Steel,Bracelet,Silver-tone,Fold Over with Push Button Release,Black,Analog,Scratch Resistant Sapphire,Silver-tone,Diamond,Minute Markers around the outer rim,Fixed,Silver-tone,Stainless Steel set with Diamonds,Longines,Conquest,Womens,L3.401.0.57.6,Quartz,,Date display at the 3 o'clock position,"Date, Hour, Minute, Second","Analog, Stainless Steel, Diamond",Luxury,36.0,300.0,
74.99,Synthetic,Round,Solid,Silicone,Strap,Purple,Buckle,Green,Analog,Acrylic,Black,Index-Arabic Numeral,,,Purple,Synthetic,Swatch,The May Collection,Unisex,SO28G401,Quartz,,,"Hour, Minute, Second",Analog,Casual,34.0,30.0,9.0
127.0,Stainless Steel,Round,,Stainless Steel,Bracelet,Silver-tone,Fold Over with Safety Release,Blue,Analog,Scratch Resistant Mineral,Silver-tone,Arabic Numeral,Minute Markers around the outer rim,Fixed Tachymeter Scale,Blue,Stainless Steel,Fossil,Sport Tourer,Mens,FS6047,Quartz,,Date display at the 3 o'clock position,"Chronograph, Date, Hour, Minute, Second","Analog, Stainless Steel, Chronograph",Fashion,42.0,50.0,13.0
114.0,Stainless Steel,Round,,Stainless Steel,Bracelet,Silver-tone,Fold Over with Safety Release,Blue,Analog,Scratch Resistant Mineral,Silver-tone,Index,Minute Markers around the outer rim,,Black,Stainless Steel,Fossil,Breaker,Mens,FS6064,Quartz,,Date display at the 6 o'clock position,"Date, Hour, Minute, Second","Stainless Steel, Analog",Fashion,42.0,200.0,13.0
79.99,Stainless Steel,Round,Solid,Silicone,Strap,Black,Tang,Black,Analog,Scratch Resistant Mineral,Luminous Yellow Gold-tone Alpha-style shape,Arabic Numeral,Minute Markers around the outer rim,Fixed,Yellow Gold-plated,Stainless Steel,Invicta,S1 Rally,Mens,23816,Quartz,Hattori Caliber VD53,Date display between the 4 and 5 o'clock positions,"Chronograph, Date, Hour, Minute, Second","Analog, Gold, Stainless Steel, Chronograph",Sport,48.0,100.0,14.0
68.99,Alloy,Round,Solid,Leather,Strap,Black,Tang,Blue Sandstone,Analog,Sapphire Coated Mineral,Gold-tone,Index,Roman Numerals appear at the 6 and 12 o'clock positions,Fixed,Gold-tone,Alloy,August Steiner,,Mens,AS8211YGBU,Quartz,,,"Hour, Minute","Analog, Gold, Leather",Casual,44.0,30.0,8.0
2395.0,Stainless Steel,Dodecagon,Solid,Stainless Steel,Bracelet,Silver-tone,Fold Over with Safety Release,Black,Analog,Scratch Resistant Sapphire,Luminous Silver-tone,Dot,Minute Markers around the outer rim,Uni-directional Rotating,Silver-tone,Stainless Steel with an inlaid Black Ceramic Ring,Tag Heuer,Aquaracer,Mens,WBP201A.BA0632,Automatic,Tag Heuer Calibre 5,Date display at the 6 o'clock position,"Date, Hour, Minute, Second","Analog, Ceramic, Stainless Steel",Dive,,300.0,
62.0,Stainless Steel,Round,Solid,Leather,Strap,Brown,Buckle,Black,Analog,Scratch Resistant Mineral,Gold-tone,Index,,Fixed,Gold-tone,Stainless Steel,Daniel Wellington,Petite St Mawes,Womens,DW00100548,Quartz,,,"Hour, Minute","Analog, Gold, Leather, Stainless Steel",Casual,,30.0,
72.0,Stainless Steel,Round,Solid,Leather,Strap,Purple,Buckle,Purple Mother of Pearl,Analog,,Rose Gold-tone,Index,,Fixed,Rose Gold-tone,Stainless Steel,Daniel Wellington,Petite Lavender,Womens,DW00100634,Quartz,,,"Hour, Minute","Analog, Gold, Leather, Stainless Steel",Casual,,30.0,6.0
1560.0,High-Tech Ceramic,Round,Solid,High-Tech Ceramic,Bracelet,Black,Deployment,Black,Analog,Scratch Resistant Sapphire,Luminous Gold-tone,,"Diamonds Mark the 3, 6, 9 and 12 o'clock positions",Fixed,Black,Ceramic,Rado,True,Womens,R27242712,Automatic,Rado Calibre 561 (ETA 2671),Date display at the 3 o'clock position,"Hour, Minute, Second","Analog, Ceramic, Gold, Diamond",Luxury,30.0,50.0,9.0
75.0,Stainless Steel,Round,Solid,Stainless Steel,Bracelet,Silver-tone,,Black Mother of Pearl,Analog,,Silver-tone,Crystal,,Fixed,Silver-tone,Stainless Steel,Daniel Wellington,Petite Lumine Pressed Piano,Womens,DW00100593,Quartz,,,"Hour, Minute","Stainless Steel, Analog",Casual,,30.0,6.0
114.0,Stainless Steel,Rectangle,Solid,Leather,Strap,Brown,Buckle,White,Analog,Scratch Resistant Mineral,Gold-tone,,,Fixed,Gold-tone,Stainless Steel,Kate Spade,Rosedale,Womens,KSW1842,Quartz,,,"Hour, Minute, Second","Analog, Gold, Leather, Stainless Steel",Casual,22.0,30.0,
1529.0,Stainless Steel,Round,Transparent,Stainless Steel 1,Bracelet,Silver-tone,Fold Over with Push Button Release,White Mother of Pearl,Analog,Scratch Resistant Sapphire,Steel,Wesselton Diamond,,Fixed,Silver-tone,Stainless Steel,Longines,Elegant,Womens,L43104876,Automatic,Longines Calibre L595/592,Date display at the 3 o'clock position,"Date, Hour, Minute, Second","Analog, Stainless Steel, Diamond",Luxury,29.0,30.0,9.0
432.9,Stainless Steel,Round,Solid,Stainless Steel,Bracelet,Two-tone (Silver-tone and Yellow Gold-tone),Fold Over with Push Button Release,Mother of Pearl,Analog,Scratch Resistant Sapphire,Yellow Gold-tone,Diamond,Roman Numerals mark the 6 and 12 o'clock positions . Minute Markers around an inner ring,Fixed,Silver-tone,Stainless Steel,Raymond Weil,Noemia,Womens,5132-STP-00985,Quartz,,,"Hour, Minute","Analog, Gold, Stainless Steel, Diamond",Dress,,50.0,7.6
161.08,Stainless Steel,Round,Solid,Stainless Steel,Bracelet,Two-tone (Silver-tone and Rose Gold-tone),Deployment with Push Button Release,White,Analog,Mineral Crystal,Rose Gold-tone,Index-Arabic Numeral,Minute Markers around the outer rim,Fixed,Rose Gold-tone,Stainless Steel,Citizen,Elegance,Womens,EM0416-78A,Eco-Drive,Citizen Caliber Eco-Drive E031,,"Hour, Minute, Second, Solar-powered","Analog, Solar, Gold, Stainless Steel",Casual,34.0,50.0,7.3
72.0,Stainless Steel,Round,Solid,Leather,Strap,Pink,Buckle,Pink Mother of Pearl,Analog,Scratch Resistant Mineral,Rose Gold-tone,Index,,Fixed,Rose Gold-tone,Stainless Steel,Daniel Wellington,Petite Cherry Blossom,Womens,DW00100633,Quartz,,,"Hour, Minute","Analog, Gold, Leather, Stainless Steel",Casual,,30.0,6.0
59.0,Brass,Round,Solid,Leather,Strap,Black,Buckle,Silver,Analog,Scratch Resistant Mineral,Gold-tone,Index-Arabic Numeral,,Fixed,Gold-tone,Crystal Set,Timex,Trend,Womens,TW2W48900,Quartz,,,"Hour, Minute, Second","Analog, Gold, Leather",Dress,31.0,30.0,9.0
69.0,Low Lead Brass,Round,Solid,Leather,Strap,Pink,Buckle,Silver-tone,Analog,Scratch Resistant Mineral,Silver-tone,Crystal,,Fixed,Silver-tone,Low Lead Brass,Timex,Transcend,Womens,TW2W46200,Quartz,,,"Hour, Minute","Leather, Analog",Casual,31.0,50.0,6.5
79.0,Bio-Ceramic,Round,Solid,Bio-based PU,,Pink,Buckle,Pink,Analog,Scratch Resistant Mineral,Pink,Index,Minute Markers around the outer rim,Fixed,Pink,Bio-Ceramic,Timex,Urban Pop x Fortnite,Mens,TW2W96800,Quartz,,,"Hour, Minute, Second","Ceramic, Analog",Casual,40.0,50.0,12.0
439.99,Stainless Steel,Round,Solid,Satin,Strap,Black,Buckle,Black,Analog,Scratch Resistant Sapphire,Rose Gold-tone,,,Fixed,Rose Gold PVD,Stainless Steel,Hamilton,Jazzmaster,Womens,H32201430,Quartz,Caliber F04.115,Date display at the 6 o'clock position,"Date, Hour, Minute, Second","Analog, Gold, Stainless Steel",Casual,30.0,50.0,8.0
6550.0,Stainless Steel,Rectangle,Solid,Stainless Steel,Bracelet,Silver-tone,,White Mother of Pearl,Analog,Scratch Resistant Sapphire,Silver-tone,Diamond-Arabic Numeral,,Fixed,Silver-tone,"Diamond Set Stainless Steel, 186 diamonds (0.58 ct)",Hermes,Nantucket,Womens,059586WW00,Quartz,,,"Hour, Minute","Analog, Stainless Steel, Diamond",Luxury,17.0,30.0,
484.99,Stainless Steel,Round,Solid,Satin,Strap,Black,Buckle,Black,Analog,Scratch Resistant Sapphire,Rose Gold-tone,,,Fixed,Rose Gold PVD,Stainless Steel,Hamilton,Jazzmaster,Womens,H32121430,Quartz,Caliber F03.105,,"Hour, Minute, Second","Analog, Gold, Stainless Steel",Dress,26.0,50.0,7.85
162.0,Stainless Steel,,Solid,Silicone,Strap,Black,Buckle,Black,Analog,Acrylic,Silver-tone,Index,Minute Markers around the outer rim,Fixed,Silver-tone,Crystal Set,Timex,UFC King,Mens,TW2V99300JR,Quartz,,Date display at the 4 o'clock position,"Chronograph, Date, Hour, Minute, Second","Chronograph, Stainless Steel, Analog",Sport,45.0,50.0,11.0
1425.0,Stainless Steel,Round,Solid,Stainless Steel and Ceramic,Bracelet,Two-tone (Gold-tone and Black),Deployment with Push Button Release,Black,Analog,Scratch Resistant Sapphire,Gold-tone,Diamond,,Fixed,Black,Stainless Steel,Rado,Centrix,Womens,R30039712,Quartz,Rado Calibre 073,Date display at the 6 o'clock position,"Date, Hour, Minute, Second","Analog, Ceramic, Gold, Stainless Steel, Diamond",Dress,35.0,50.0,9.5
876.6,Stainless Steel,Round,Transparent See Through,Stainless Steel and 18kt Yellow Gold,Bracelet,Two-tone (Silver-tone and Yellow Gold-tone),Deployment with Push Button Release,Black,Analog,Scratch Resistant Sapphire,Yellow Gold-tone,Diamond,Minute Markers around the outer rim,Fixed,Yellow Gold-tone,Stainless Steel,Louis Erard,Heritage,Womens,20100AB32.BMA20,Automatic,,Date display at the 6 o'clock position,"Date, Hour, Minute, Second","Analog, Gold, Stainless Steel, Diamond",Luxury,30.0,50.0,
912.0,Stainless Steel,Round,Solid,Stainless Steel,Bracelet,Brown,Folding,Brown,Analog,Scratch Resistant Sapphire,Silver-tone,Diamond,Minute Markers around the outer rim,Fixed,Silver-tone,Stainless Steel,Mido,Commander,Womens,M0212071629600,Automatic,,Date display at the 3 o'clock position,"Date, Hour, Minute, Second","Analog, Stainless Steel, Diamond",Casual,35.0,50.0,9.2
2250.0,Stainless Steel,Round,Solid,Leather,Strap,White,Buckle,Blue,Analog,Scratch Resistant Sapphire,Silver-tone,Arabic Numeral,,Fixed,Silver-tone,Stainless Steel,Hermes,Arceau,Unisex,057267WW00,Quartz,,,"Hour, Minute","Analog, Leather, Stainless Steel",Casual,,30.0,
7450.0,Stainless Steel,Round,Transparent See Through,Stainless Steel,Bracelet,Silver-tone,Fold Over with Safety Release,Grey,Analog,Scratch Resistant Sapphire,Silver-tone,Index,Minute Markers around the outer rim,Uni-directional Rotating,Silver-tone,Stainless Steel,Omega,Seamaster,Mens,210.30.42.20.06.002,Automatic,Omega Calibre 8806,,"Hour, Minute, Second, Co-Axial Escapement, Chronometer, Magnetic Resistant","Analog, Chronometer, Stainless Steel",Dive,42.0,300.0,
11998.0,18kt Rose Gold,Round,Solid,Alligator Leather,Strap,Black,Buckle,White,Analog,Scratch Resistant Sapphire,Black,Roman Numeral,Minute Scale around the inner rim,Fixed,,Diamond Set 18kt Rose Gold,Franck Muller,Infinity,Mens,8041-QZDR5N,Quartz,,,"Hour, Minute","Alligator Leather, Analog, Gold, Leather, Diamond",Luxury,41.0,30.0,
6900.0,Stainless Steel,Square,Solid,Alligator Leather,Strap,Red,,Mother of Pearl,Analog,Scratch Resistant Sapphire,Silver-tone,,,Fixed,Silver-tone,Diamond Set,Hermes,Heure H,Womens,057248WW00,Quartz,,,"Hour, Minute","Alligator Leather, Analog, Leather, Stainless Steel, Diamond",Luxury,21.0,30.0,
109.62,Stainless Steel,Round,Solid,Stainless Steel,Bracelet,Rose Gold-tone,Fold Over,Black,Analog,Scratch Resistant Mineral,Rose Gold-tone,Index,,Fixed,Rose Gold-tone,Stainless Steel,Daniel Wellington,Petite Melrose,Womens,DW00100303,Quartz,,,"Hour, Minute","Analog, Gold, Stainless Steel",Casual,36.0,30.0,
111.94,Stainless Steel,Square,Solid,Stainless Steel,Bracelet,Silver-tone,Fold Over,White,Analog,Scratch Resistant Mineral,Silver-tone,Index,,Fixed,Silver-tone,Stainless Steel,Daniel Wellington,Quadro Studio,Unisex,DW00100521,Quartz,,,"Hour, Minute","Stainless Steel, Analog",Casual,22.0,30.0,
115.42,Stainless Steel,Round,Solid,Stainless Steel Mesh,Bracelet,Black,Fold Over,Black,Analog,Scratch Resistant Mineral,Rose Gold-tone,Index,,Fixed,Rose Gold-tone,Stainless Steel,Daniel Wellington,Petite Pressed Ashfield,Womens,DW00100441,Quartz,,,"Hour, Minute","Analog, Gold, Stainless Steel",Casual,24.0,30.0,6.0
34400.0,18kt Rose Gold,Tonneau,Transparent See Through,Leather,Strap,Black,Tang,White,Analog,Scratch Resistant Sapphire,,Arabic Numeral,,Fixed,,18kt Rose Gold set with Diamonds,Franck Muller,Vanguard,Unisex,V32SCATFOLD(5NNR),Automatic,,,"Hour, Minute, Second","Analog, Gold, Leather, Diamond",Luxury,32.0,,
114.0,Stainless Steel,Round,Solid,Stainless Steel,Bracelet,Gold-tone,Deployment with Push Button Release,Gold-tone,Analog,Scratch Resistant Mineral,Gold-tone,Index,,Fixed,Gold-tone,Stainless Steel,Daniel Wellington,Iconic Link,Womens,DW00100403,Quartz,,,"Hour, Minute","Analog, Gold, Stainless Steel",Casual,28.0,30.0,8.0
92.22,Stainless Steel,Round,Solid,Nato,Strap,Black,,Black,Analog,Scratch Resistant Mineral,Rose Gold-tone,Index,,Fixed,Rose Gold-tone,Stainless Steel,Daniel Wellington,Petite Cornwall,Womens,DW00100215,Quartz,,,"Hour, Minute","Analog, Gold, Stainless Steel",Casual,32.0,30.0,
5785.0,Titanium,Round,Transparent,Rubber,Strap,Black,Fold Over with Safety Release,Black,Analog,Scratch Resistant Sapphire,Silver-tone,Index,Minute Markers around the outer rim,Fixed,Black,Titanium,Rebellion,Predator,Mens,RB.PR.3H.TB.G2,Automatic,,Date Display at the 3 o'clock position,"Date, Hour, Minute, Second","Titanium, Rubber, Analog",Luxury,,100.0,16.3
106.31,Stainless Steel,Round,Solid,Stainless Steel Mesh,Bracelet,Rose Gold-tone,Fold Over,Pink Mother of Pearl,Analog,Scratch Resistant Mineral,Rose Gold-tone,Index,,Fixed,Rose Gold-tone,Stainless Steel,Daniel Wellington,Petite Melrose Pearl,Womens,DW00100513,Quartz,,,"Hour, Minute","Analog, Gold, Stainless Steel",Casual,28.0,30.0,
48626.0,Titanium,Square,Solid,Leather,Strap,Black,Fold Over with Safety Release,Black,Analog,Scratch Resistant Sapphire,Silver-tone,Arabic Numeral,,Fixed,,Titanium,Rebellion,T-1000,Mens,RB.T1K.TI.RD,Automatic,"REB T-1000 propriety movement with manual winding system and integrated winding lever developed by David Candaux/Du Val Des Bois. Inclined at 39° / 2.5 Hz (18,000 vph)",,"Hour, Minute","Analog, Ceramic, Leather, Titanium",Luxury,,,19.5
10049.0,Titanium,Round,Transparent,Rubber,Strap,Black,Fold Over with Safety Release,Black,Analog,Scratch Resistant Sapphire,Black,Index,Minute Markers around the outer rim,Fixed,Black,Titanium,Rebellion,Predator,Mens,RB.PR.CH.CABC.BK,Automatic,"RE-1 Automatic winding, Developed by Concepto",Date display between 4 and 5 o'clock position,"Chronograph, Date, Hour, Minute, Second","Analog, Rubber, Titanium, Chronograph",Luxury,,100.0,16.3
9704.0,Titanium,Round,Transparent,Rubber,Strap,Black,Fold Over with Safety Release,Black,Analog,Scratch Resistant Sapphire,Red,Index,Minute Markers around the outer rim,Fixed,Black,Titanium,Rebellion,Predator 2.0,Mens,RB.PR2.REG.TB.BKG1,Automatic,,Date display at the 4 o'clock position,"Date, Hour, Minute, Second","Power Reserve Indicator, Analog, Rubber, Titanium",Luxury,,50.0,18.0
13238.0,Carbon Fiber,Square,Solid,Rubber,Strap,Blue,Deployment with Push Button Release,Black,Analog,Scratch Resistant Sapphire,Blue,Index,,Fixed,Black,Carbon Fiber,Rebellion,Reb 7,Mens,RB.R7.REG.CA.NPR,Automatic,Regulator,Date display at the 6 o'clock position,"Hour, Minute, Second","Rubber, Analog",Luxury,,50.0,19.0
37376.0,Sapphire,Rectangle,Solid,Rubber,Strap,White,Deployment with Push Button Release,White,Analog,Scratch Resistant Sapphire,Black,Index,Minute Markers around the outer rim,Fixed,White,Sapphire,Rebellion,Re-Volt,Mens,RB.REV.3H.SA.WH,Automatic,"Skeletonized Property Movment Manuel Winding, 4 HZ (28,800 vph)",,"Hour, Minute, Second","Rubber, Analog",Luxury,,50.0,12.5
5825.0,Titanium,Round,Transparent,Rubber,Strap,Green,Fold Over with Safety Release,Black,Analog,Scratch Resistant Sapphire,Black,Index,,Fixed,Black,Titanium,Rebellion,Predator,Mens,RB.PR.3H.TIBC-3,Automatic,,Date Display at the 3 o'clock position,"Date, Hour, Minute, Second","Titanium, Rubber, Analog",Luxury,,100.0,16.3
35911.0,Titanium,Round,Transparent,Rubber,Strap,Black,Deployment with Push Button Release,Black,Analog,Scratch Resistant Sapphire,Silver-tone,Index,,Fixed,Black,Titanium,Rebellion,Predator,Mens,RB.PR.TOU.TB.BKG,Hand Wind,,,"Hour, Minute, Tourbillon","Analog, Rubber, Titanium, Tourbillon",Luxury,,100.0,16.0
10350.0,Titanium,Square,Solid,Rubber,Strap,Brown,Deployment with Push Button Release,Black,Analog,Scratch Resistant Sapphire,Silver-tone,Index,Minute Markers around the outer rim,Fixed,Grey,Titanium,Rebellion,Re1 2.0,Mens,RB.RE12.CH.TI.BKG,Automatic,,Date display between 4 and 5 o'clock position,"Chronograph, Date, Hour, Minute, Second","Analog, Rubber, Titanium, Chronograph",Luxury,,50.0,19.0
5825.0,Titanium,Round,Transparent,Rubber,Strap,Blue,Fold Over with Safety Release,Black,Analog,Scratch Resistant Sapphire,Silver-tone,Index,Minute Markers around the outer rim,Fixed,Black,Titanium,Rebellion,Predator,Mens,RB.PR.3H.TIBC-2,Automatic,,Date Display at the 3 o'clock position,"Date, Hour, Minute, Second","Titanium, Rubber, Analog",Luxury,,100.0,16.3
5410.0,Titanium,Round,Transparent,Rubber,Strap,Black,Deployment with Push Button Release,Black,Analog,Scratch Resistant Sapphire,Silver-tone,Index,Minute Markers around the outer rim,Fixed,Grey,Titanium,Rebellion,Predator,Mens,RB.PR.3H.TI,Automatic,,Date Display at the 3 o'clock position,"Date, Hour, Minute, Second","Titanium, Rubber, Analog",Luxury,,100.0,16.3
9445.0,Titanium,Square,Solid,Rubber,Strap,Black,Deployment with Push Button Release,Black,Analog,Scratch Resistant Sapphire,Black,Index,Minute Markers around the outer rim,Fixed,Grey,Titanium,Rebellion,Re1 2.0,Mens,RB.RE12.CH.TI.BK2,Automatic,,Date display between 4 and 5 o'clock position,"Chronograph, Date, Hour, Minute, Second","Analog, Rubber, Titanium, Chronograph",Luxury,,50.0,19.0
2109.0,Stainless Steel,Square,Transparent,Rubber,Strap,Black,Tang,Black,Analog,Scratch Resistant Sapphire,Red,Arabic Numeral,Minute Markers around the outer rim,Fixed,Silver-tone,Stainless Steel,Rebellion,Twenty One,Mens,RB.21.GMT.ST.T02,Automatic,,,"Hour, Minute, Second","Analog, GMT, Rubber, Stainless Steel",Luxury,,50.0,18.0
9445.0,Titanium,Square,Solid,Rubber,Strap,Red,Deployment with Push Button Release,Black,Analog,Scratch Resistant Sapphire,Black,Index,Minute Markers around the outer rim,Fixed,Grey,Titanium,Rebellion,Re1 2.0,Mens,RB.RE12.CH.TI.RD1,Automatic,,Date display between 4 and 5 o'clock position,"Chronograph, Date, Hour, Minute, Second","Analog, Rubber, Titanium, Chronograph",Luxury,,50.0,19.0
5410.0,Titanium,Round,Transparent,Rubber,Strap,Black,Deployment with Push Button Release,Black,Analog,Scratch Resistant Sapphire,Silver-tone,Index,Minute Markers around the outer rim,Fixed,Grey,Titanium,Rebellion,Predator,Mens,RB.PR.3H.TI.G2,Automatic,,Date Display at the 3 o'clock position,"Date, Hour, Minute, Second","Titanium, Rubber, Analog",Luxury,,100.0,16.3
9445.0,Stainless Steel,Square,Transparent See Through,Rubber,Strap,Black,Deployment with Push Button Release,White,Analog,Scratch Resistant Sapphire,Silver-tone,Index,Minute Markers around the outer rim,Fixed,Black,Stainless Steel,Rebellion,Re1,Mens,RB.RE1.CH.SB.WH,Automatic,Caliber Concepto 02121 DD,,"Chronograph, Hour, Minute, Second","Analog, Rubber, Stainless Steel, Chronograph",Luxury,,100.0,19.0
9445.0,Stainless Steel,Square,Transparent See Through,Rubber,Strap,Red,Deployment with Push Button Release,Red,Analog,Scratch Resistant Sapphire,Silver-tone,Index,Minute Markers around the outer rim,Fixed,Black,Stainless Steel,Rebellion,Re1,Mens,RB.RE1.CH.SB.RD,Automatic,Caliber Concepto 02121 DD,,"Chronograph, Hour, Minute, Second","Analog, Rubber, Stainless Steel, Chronograph",Luxury,,100.0,19.0
1468.0,Stainless Steel,Square,Transparent,Rubber,Strap,White,Tang,White,Analog,Scratch Resistant Sapphire,Silver-tone,Arabic Numeral,Minute Markers around the outer rim,Fixed,Silver-tone,Stainless Steel,Rebellion,Twenty One,Mens,RB.21.3H.ST.TAU21,Automatic,,Date Display at the 3 o'clock position,"Date, Hour, Minute, Second","Stainless Steel, Rubber, Analog",Luxury,,50.0,16.5
9445.0,Stainless Steel,Square,Transparent See Through,Rubber,Strap,Black,Deployment with Push Button Release,Black,Analog,Scratch Resistant Sapphire,Silver-tone,Index,Minute Markers around the outer rim,Fixed,Black,Stainless Steel,Rebellion,Re1,Mens,RB.RE1.CH.ST,Automatic,Caliber Concepto 02121 DD,,"Chronograph, Hour, Minute, Second","Analog, Rubber, Stainless Steel, Chronograph",Luxury,,100.0,19.0
9445.0,Stainless Steel,Square,Transparent See Through,Rubber,Strap,Purple,Deployment with Push Button Release,White,Analog,Scratch Resistant Sapphire,Silver-tone,Index,Minute Markers around the outer rim,Fixed,Black,Stainless Steel,Rebellion,Re1,Mens,RB.RE1.CH.SB.WH1,Automatic,Caliber Concepto 02121 DD,,"Chronograph, Hour, Minute, Second","Analog, Rubber, Stainless Steel, Chronograph",Luxury,,100.0,19.0
126.0,Stainless Steel,Round,Solid,Stainless Steel,Bracelet,Silver-tone,Fold over safety,Red,Analog,Scratch Resistant Mineral,Silver-tone,Index,Minute Markers around the outer rim,Fixed,Silver-tone,Stainless Steel,Invicta,Invicta Racing,Mens,47744,Quartz,Hattori Caliber VD53,Date display between 4 and 5 o'clock position,"Chronograph, Date, GMT, Second Time Zone, Hour, Minute, Second","Analog, GMT, Stainless Steel, Chronograph, Time Zone",Sport,,30.0,15.95
15909.0,18kt White Gold,Round,Solid,18kt White Gold,Bracelet,,Fold Over with Safety Release,White,Analog,Scratch Resistant Sapphire,Black,Roman Numeral,,Fixed,,18kt White Gold,Patek Philippe,Calatrava,Mens,3919/5,Hand Wind,,,"Hour, Minute, Second","Gold, Analog",Dress,,,
750.0,Stainless Steel,Round,Solid,Leather,Strap,White,Tang,White,Analog,Scratch Resistant Sapphire,Silver-tone,Arabic Numeral,,Fixed,Silver-tone,Stainless Steel,Franck Dubarry,Crazy Balls,Womens,CB0308,Quartz,,,"Hour, Minute, Second","Stainless Steel, Leather, Analog",Luxury,,,12.0
9445.0,Stainless Steel,Square,Transparent See Through,Rubber,Strap,Black,Deployment with Push Button Release,Black,Analog,Scratch Resistant Sapphire,Silver-tone,Index,Minute Markers around the outer rim,Fixed,Black,Stainless Steel,Rebellion,Re1,Mens,RB.RE1.CH.SB.AB,Automatic,Caliber Concepto 02121 DD,,"Chronograph, Hour, Minute, Second","Analog, Rubber, Stainless Steel, Chronograph",Luxury,,100.0,19.0
18182.0,18kt White Gold,Oval,,18kt White Gold,Bracelet,White Gold-tone,Hidden Fold Over,Silver,Analog,Fixed bezel set with crystals,Blued-steel Sword-shaped,Roman Numeral,,Fixed,,Diamond Set,Cartier,Baignoire,Womens,WB520025,Quartz,Cartier Calibre 059,,"Hour, Minute","Analog, Gold, Diamond",Luxury,,30.0,
